id,tree,target,Cre,source_area,L2/3,L4,L5,L6a,L6b
58,4,CP_4,Gad2,TEa,0.154001802,0.104391145,0.690263426,0.050665169,6.78E-04
6,4,CP_1,Gad2,AUDv,0.056152154,0.092608804,0.851234599,4.44E-06,0
182,4,OT_9,Penk,VISC,0.083991369,0.119187298,0.756910405,0.039910929,0
86,4,CP_4,Tac1,AUDd,0.060010434,0.111640015,0.809069865,0.014689563,0.004590124
162,4,CP_7,Penk,SSs,0.049359739,0.098455822,0.84040801,0.011776429,0
30,4,CP_2,Gad2,SSs,0.138632502,0.124464704,0.64427473,0.087948664,0.004679401
83,4,CP_4,Penk,VISp,0.081466292,0.072372669,0.825718439,0.020138395,3.04E-04
17,4,CP_1,Gad2,VISC,0.095010672,0.087199539,0.799105324,0.01804874,6.36E-04
157,4,CP_7,Penk,AUDpo,0.076335892,0.088661971,0.830904361,0.004097777,0
84,4,CP_4,Penk,VISpor,0.063209273,0.037302081,0.877362435,0.022126211,0
165,4,CP_7,Penk,VISal,0.059496073,0.034339203,0.879814197,0.026350527,0
15,4,CP_1,Gad2,SSs,0.061328913,0.088208982,0.823557242,0.026146447,7.58E-04
156,4,CP_7,Penk,AUDp,0.047169668,0.045664548,0.891325069,0.015840715,0
5,4,CP_1,Gad2,AUDd,0.028768279,0.048774087,0.915948821,0.006508812,0
11,4,CP_1,Gad2,SSp-n,0.07860377,0.086276757,0.78188948,0.050463414,0.002766578
155,4,CP_7,Penk,AUDd,0.046334767,0.060221574,0.887254867,0.006188791,0
126,4,CP_6,Gnb4,GU,0.199120795,0.102554572,0.602070655,0.07880012,0.017453858
10,4,CP_1,Gad2,SSp-m,0.147219029,0.074521749,0.633507757,0.142280839,0.002470626
120,4,CP_5,Gad2,VISpor,0.104167584,0.022353878,0.823847837,0.049630701,0
37,4,CP_2,Pvalb,SSs,0.092477194,0.022964361,0.85673117,0.026428578,0.001398697
167,4,CP_7,Penk,VISl,0.087628174,0.037614895,0.838868372,0.035888558,0
149,4,CP_6,Penk,VISpor,0.14323253,0.015829728,0.762961301,0.073979603,0.003996838
141,4,CP_6,Gnb4,VISpor,0.157556517,0.030762365,0.749441224,0.061783901,4.56E-04
168,4,CP_7,Penk,VISli,0.136812841,0.015647674,0.816431155,0.03110833,0
171,4,CP_7,Penk,VISpor,0.046345572,6.46E-04,0.914321199,0.0386871,0
34,4,CP_2,Pvalb,SSp-n,0.047522851,0.003754756,0.892176649,0.056545744,0
170,4,CP_7,Penk,VISpm,0.095749882,0.073615618,0.723978598,0.106146651,5.09E-04
23,4,CP_2,Gad2,SSp-bfd,0.009509749,0.019380703,0.916274907,0.054833201,1.44E-06
14,4,CP_1,Gad2,SSp-un,0.027144774,0.036876707,0.857507213,0.078099178,3.72E-04
36,4,CP_2,Pvalb,SSp-un,3.04E-05,0.005365086,0.937148538,0.05745596,0
139,4,CP_6,Gnb4,VISam,0.0106912,0.003761769,0.911759291,0.063722671,0.01006507
32,4,CP_2,Pvalb,SSp-bfd,0.023157675,0.006909722,0.906507555,0.063425048,0
118,4,CP_5,Gad2,VISp,0.016982361,0.006425959,0.917480863,0.056632178,0.00247864
140,4,CP_6,Gnb4,VISp,0.02811979,0.022900807,0.880414841,0.066626708,0.001937854
8,4,CP_1,Gad2,SSp-bfd,0.008655834,0.039165299,0.90408794,0.047926333,1.65E-04
29,4,CP_2,Gad2,SSp-un,0.01922467,0.046654782,0.871533892,0.062047814,5.39E-04
172,4,CP_7,Penk,VISrl,0.054131401,0.045752342,0.832787281,0.067328976,0
184,4,SNr,Foxp2,SSs,0,9.84E-07,0.954340868,0.030137757,0.015520391
190,4,SNr,Slc32a1,SSp-bfd,0,0.001251978,0.96556877,0.029029291,0.004149961
26,4,CP_2,Gad2,SSp-n,0.022378829,0.072819687,0.852027118,0.04759592,0.005178446
179,4,OT_9,Penk,SSp-ul,0.026643482,0.064956072,0.877738236,0.029857002,8.05E-04
21,4,CP_1,Gad2,VISrl,0.008760754,0.018160833,0.952643384,0.02043503,0
19,4,CP_1,Gad2,VISal,0,0.028845706,0.955273516,0.015880778,0
80,4,CP_4,Penk,VISa,0.036283699,0.066868157,0.841272261,0.054946183,6.30E-04
117,4,CP_5,Gad2,VISli,0.027591891,0.047221649,0.890707614,0.034363928,1.15E-04
180,4,OT_9,Penk,SSs,0.038540825,0.058206893,0.866154714,0.036269572,8.28E-04
71,4,CP_4,Penk,SSp-ll,0.028494282,0.10480465,0.783284824,0.078174245,0.005241999
7,4,CP_1,Gad2,GU,0.007048828,0.054874177,0.857125132,0.07277029,0.008181573
113,4,CP_5,Gad2,VISa,0.011870779,0.073968116,0.807863983,0.098665563,0.007631559
169,4,CP_7,Penk,VISp,0.036342427,0.003086576,0.860842625,0.099701352,2.70E-05
191,4,SNr,Slc32a1,SSp-ll,0,0,0.924944133,0.074999581,5.63E-05
119,4,CP_5,Gad2,VISpm,0.012327517,3.51E-04,0.880028459,0.09932906,0.007963828
48,4,CP_3,Tac1,VISa,0.023575741,0.024595602,0.849650286,0.101843672,3.35E-04
192,4,SNr,Slc32a1,SSp-tr,0,0,0.90937506,0.090397911,2.27E-04
33,4,CP_2,Pvalb,SSp-m,0.039705316,0.013157892,0.817782176,0.126215878,0.003138738
164,4,CP_7,Penk,VISa,0.065179194,0.027988931,0.759863153,0.146968722,0
13,4,CP_1,Gad2,SSp-ul,0.015189649,0.033279823,0.831187861,0.120275702,6.70E-05
28,4,CP_2,Gad2,SSp-ul,0.017235621,0.029791241,0.827809465,0.124299489,8.64E-04
166,4,CP_7,Penk,VISam,0.073511269,0.066467861,0.704408538,0.155380291,2.32E-04
115,4,CP_5,Gad2,VISam,0.012671734,0.008157931,0.839473102,0.129349205,0.010348028
188,4,SNr,Pvalb,SSs,0,0.001001671,0.85796226,0.121441639,0.01959443
143,4,CP_6,Penk,AUDd,0.050765918,0.095250938,0.646974217,0.146749879,0.060259048
12,4,CP_1,Gad2,SSp-tr,0.019128385,0.007993832,0.800922694,0.171939047,1.60E-05
20,4,CP_1,Gad2,VISam,0.039759677,0.017739887,0.778185812,0.164314624,0
185,4,SNr,Foxp2,VISC,0,0.00474067,0.833635339,0.147964412,0.013659579
18,4,CP_1,Gad2,VISa,0.016309863,0.016540211,0.82151035,0.144945734,6.94E-04
193,4,SNr,Slc32a1,SSs,1.10E-05,0.00146433,0.84036881,0.135497503,0.022658317
42,4,CP_3,Tac1,SSp-tr,0.008624148,0.011179514,0.843870369,0.136106532,2.19E-04
74,4,CP_4,Penk,SSp-tr,0.012848191,0.022667424,0.823213188,0.139758987,0.001512209
40,4,CP_3,Tac1,SSp-ll,0.014845728,0.04184482,0.770338025,0.172862402,1.09E-04
43,4,CP_3,Tac1,SSp-ul,0.021529516,0.0468139,0.771493348,0.159809924,3.53E-04
50,5,CP_4,Gad2,AUDv,0.366455755,0.22206251,0.388856057,0.02005031,0.002575367
65,5,CP_4,Gnb4,VISC,0.382007767,0.21958837,0.367875687,0.013901787,0.016626389
69,5,CP_4,Penk,GU,0.400243963,0.164310728,0.334132189,0.091170802,0.010142318
51,5,CP_4,Gad2,GU,0.389726201,0.192878207,0.343690072,0.064410033,0.009295487
89,5,CP_4,Tac1,GU,0.374918187,0.171371956,0.356812809,0.080358569,0.016538478
125,5,CP_6,Gnb4,AUDv,0.182178857,0.233962962,0.565876632,0.014523545,0.003458004
154,5,CP_6,Sst,TEa,0.210596387,0.200201862,0.569080753,0.019938455,1.83E-04
146,5,CP_6,Penk,AUDv,0.255776203,0.210705486,0.4977038,0.027879055,0.007935456
78,5,CP_4,Penk,TEa,0.232482069,0.13564959,0.596576046,0.034692852,5.99E-04
148,5,CP_6,Penk,TEa,0.236226158,0.17076878,0.544738524,0.045777303,0.002489236
111,5,CP_5,Gad2,TEa,0.257162578,0.180849101,0.535488392,0.025982351,5.18E-04
135,5,CP_6,Gnb4,TEa,0.281173802,0.165647804,0.517885701,0.034503212,7.89E-04
97,5,CP_4,Tac1,TEa,0.264271084,0.147552298,0.561904099,0.024808609,0.00146391
112,5,CP_5,Gad2,VISC,0.271203119,0.155617686,0.536016435,0.034003113,0.003159648
22,5,CP_2,Gad2,GU,0.274080643,0.131186813,0.468699843,0.109481678,0.016551023
174,5,CP_8,Penk,VISpor,0.306759139,0.01758013,0.669608411,0.006052319,0
136,5,CP_6,Gnb4,VISC,0.350380929,0.160374911,0.433626319,0.039214272,0.016403568
59,5,CP_4,Gad2,VISC,0.336956566,0.132942901,0.458521275,0.062022085,0.009557173
79,5,CP_4,Penk,VISC,0.347653334,0.123364712,0.434965166,0.085880281,0.008136507
98,5,CP_4,Tac1,VISC,0.324209306,0.119754685,0.434714378,0.100972909,0.020348723
